Date,RAD_Lot,Waterlevel,Temperature,Precip,Precip_d10_mean
5/25/2014,0.269,212.32,16.6,0.0,1.3
5/26/2014,-0.067,212.35,16.1,26.7,3.9
5/27/2014,-0.274,212.31,15.5,8.3,4.8
5/28/2014,-0.457,212.42,12.8,12.9,6.1
5/29/2014,-0.402,212.54,10.0,0.7,6.1
5/30/2014,-0.410,212.67,11.8,0.0,6.1
5/31/2014,-0.432,212.73,14.0,0.0,6.1
6/1/2014,-0.527,212.78,13.6,0.0,5.8
6/2/2014,-0.378,212.84,14.9,0.0,4.9
6/3/2014,-0.183,212.84,16.8,0.0,4.9
6/4/2014,0.088,212.88,16.3,8.1,5.7
6/5/2014,0.149,212.91,12.9,1.6,3.2
6/6/2014,0.031,212.95,17.6,0.0,2.3
6/7/2014,-0.117,212.95,23.1,0.0,1.0
6/8/2014,-0.202,212.99,23.5,0.0,1.0
6/9/2014,-0.312,213.01,23.7,15.5,2.5
6/10/2014,-0.374,213.09,23.0,6.9,3.2
6/11/2014,-0.231,213.09,18.6,0.5,3.3
6/12/2014,-0.327,213.14,17.1,0.0,3.3
6/13/2014,-0.611,213.12,16.2,0.0,3.3
6/14/2014,-1.018,213.13,14.5,3.8,2.8
6/15/2014,-1.349,213.13,15.4,0.0,2.7
6/16/2014,-1.446,213.16,13.8,0.3,2.7
6/17/2014,-1.510,213.15,15.6,0.0,2.7
6/18/2014,-1.436,213.16,15.8,0.0,2.7
6/19/2014,-1.362,213.14,13.3,1.7,1.3
6/20/2014,-1.198,213.14,14.0,0.2,0.7
6/21/2014,-1.131,213.13,14.9,0.3,0.6
6/22/2014,-1.101,213.14,15.5,0.0,0.6
6/23/2014,-1.025,213.16,15.1,0.0,0.6
6/24/2014,-1.104,213.13,15.1,5.7,0.8
6/25/2014,-1.047,213.15,13.5,0.0,0.8
6/26/2014,-0.877,213.12,15.9,0.0,0.8
6/27/2014,-0.895,213.11,17.8,2.6,1.1
6/28/2014,-1.029,213.11,16.2,9.5,2.0
6/29/2014,-1.162,213.1,15.0,0.4,1.9
6/30/2014,-1.295,213.11,13.7,7.0,2.6
7/1/2014,-1.172,213.1,14.5,0.0,2.5
7/2/2014,-1.201,213.08,14.8,0.0,2.5
7/3/2014,-1.339,213.07,19.5,0.0,2.5
7/4/2014,-1.305,213.04,22.0,0.0,2.0
7/5/2014,-1.230,213,21.0,4.8,2.4
7/6/2014,-1.185,212.96,22.7,4.4,2.9
7/7/2014,-1.066,212.94,18.6,10.9,3.7
7/8/2014,-1.164,212.93,15.5,25.8,5.3
7/9/2014,-1.354,212.93,14.3,23.8,7.7
7/10/2014,-1.562,213.06,20.0,3.5,7.3
7/11/2014,-1.688,213.07,19.6,0.0,7.3
7/12/2014,-1.806,212.99,20.0,0.7,7.4
7/13/2014,-1.907,212.97,19.0,5.1,7.9
7/14/2014,-1.795,212.93,18.2,0.0,7.9
7/15/2014,-1.378,212.93,17.8,0.0,7.4
7/16/2014,-1.438,212.92,21.2,0.0,7.0
7/17/2014,-1.665,212.94,22.5,0.0,5.9
7/18/2014,-1.766,212.92,25.4,0.0,3.3
7/19/2014,-1.939,212.91,27.4,0.0,0.9
7/20/2014,-1.923,212.92,24.6,38.7,4.5
7/21/2014,-1.812,212.98,19.6,13.1,5.8
7/22/2014,-1.908,213.1,22.6,0.0,5.7
7/23/2014,-2.164,213.12,23.0,0.0,5.2
7/24/2014,-2.416,213.11,20.7,0.0,5.2
7/25/2014,-2.702,213.1,18.2,0.0,5.2
7/26/2014,-2.867,213.07,20.6,0.0,5.2
7/27/2014,-2.673,213.07,21.2,0.0,5.2
7/28/2014,-2.541,213.09,21.6,10.7,6.3
7/29/2014,-2.655,213.09,21.1,21.1,8.4
7/30/2014,-2.696,213.15,19.5,0.8,4.6
7/31/2014,-2.675,213.18,20.2,0.0,3.3
8/1/2014,-2.643,213.16,22.4,0.0,3.3
8/2/2014,-2.715,213.16,22.2,2.6,3.5
8/3/2014,-2.735,213.13,21.6,0.6,3.6
8/4/2014,-2.684,213.09,20.1,9.1,4.5
8/5/2014,-2.589,213.08,18.6,0.1,4.5
8/6/2014,-2.505,213.08,19.6,0.6,4.6
8/7/2014,-2.573,213.07,19.5,0.0,3.5
8/8/2014,-2.633,213.08,21.2,4.4,1.8
8/9/2014,-2.607,213.03,20.1,3.2,2.1
8/10/2014,-2.631,213.05,20.5,1.0,2.2
8/11/2014,-2.578,213.05,17.0,1.0,2.3
8/12/2014,-2.488,213.02,16.4,7.1,2.7
8/13/2014,-2.499,213,16.6,1.3,2.8
8/14/2014,-2.460,212.98,15.6,2.3,2.1
8/15/2014,-2.502,212.98,15.2,1.2,2.2
8/16/2014,-2.493,212.97,15.2,0.5,2.2
8/17/2014,-2.361,212.97,15.2,2.5,2.5
8/18/2014,-2.226,212.98,14.3,1.4,2.2
8/19/2014,-2.067,212.97,12.2,5.6,2.4
8/20/2014,-1.985,212.96,13.3,2.4,2.5
8/21/2014,-1.914,212.93,13.0,0.2,2.5
8/22/2014,-1.841,212.92,14.8,1.5,1.9
8/23/2014,-1.781,212.91,13.7,1.9,2.0
8/24/2014,-1.715,212.92,12.5,0.0,1.7
8/25/2014,-1.582,212.92,14.0,21.0,3.7
8/26/2014,-1.426,212.92,14.0,6.1,4.3
8/27/2014,-1.349,212.97,15.9,0.0,4.0
8/28/2014,-1.333,212.98,18.0,0.6,3.9
8/29/2014,-1.297,212.98,17.5,0.1,3.4
8/30/2014,-1.215,212.93,16.4,3.8,3.5
8/31/2014,-1.129,212.93,14.3,7.6,4.3
9/1/2014,-1.145,212.93,15.0,0.0,4.1
9/2/2014,-1.104,212.94,14.3,0.1,3.9
9/3/2014,-1.164,212.94,15.6,0.0,3.9
9/4/2014,-1.291,212.93,18.2,0.0,1.8
9/5/2014,-1.286,212.95,19.4,0.0,1.2
9/6/2014,-1.225,212.92,20.1,9.1,2.1
9/7/2014,-1.168,212.93,17.9,0.3,2.1
9/8/2014,-1.134,212.93,16.0,0.0,2.1
9/9/2014,-1.144,212.91,13.7,0.0,1.7
9/10/2014,-1.170,212.91,14.4,0.1,1.0
9/11/2014,-1.269,212.91,14.7,0.0,1.0
9/12/2014,-1.345,212.9,13.9,0.0,1.0
9/13/2014,-1.401,212.88,15.2,0.2,1.0
9/14/2014,-1.333,212.88,16.6,0.1,1.0
9/15/2014,-1.226,212.87,16.7,0.0,1.0
9/16/2014,-1.180,212.86,19.2,0.0,0.1
9/17/2014,-1.170,212.83,18.8,0.0,0.0
9/18/2014,-1.083,212.8,17.8,15.6,1.6
9/19/2014,-1.100,212.77,19.2,3.3,1.9
9/20/2014,-1.136,212.77,18.2,1.8,2.1
9/21/2014,-1.156,212.75,15.2,14.1,3.5
9/22/2014,-1.223,212.8,11.7,3.6,3.9
9/23/2014,-1.254,212.8,11.9,0.0,3.9
9/24/2014,-1.242,212.8,11.8,1.5,4.0
9/25/2014,-1.285,212.76,13.7,0.1,4.0
9/26/2014,-1.289,212.74,15.0,0.7,4.1
9/27/2014,-1.249,212.73,15.6,0.0,4.1
9/28/2014,-1.031,212.72,16.9,0.0,2.5
9/29/2014,-0.831,212.72,18.1,2.9,2.5
9/30/2014,-0.766,212.69,16.8,0.1,2.3
10/1/2014,-0.751,212.67,16.2,0.0,0.9
10/2/2014,-0.796,212.63,16.7,0.0,0.5
10/3/2014,-0.832,212.63,17.0,0.0,0.5
10/4/2014,-0.801,212.6,15.9,0.0,0.4
10/5/2014,-0.866,212.59,13.5,0.0,0.4
10/6/2014,-0.961,212.55,13.6,3.1,0.6
10/7/2014,-0.934,212.53,14.0,6.2,1.2
10/8/2014,-0.902,212.55,14.1,20.8,3.3
10/9/2014,-0.870,212.55,15.8,1.0,3.1
10/10/2014,-0.817,212.55,14.9,0.0,3.1
10/11/2014,-0.773,212.53,15.5,1.6,3.3
10/12/2014,-0.722,212.53,14.1,1.3,3.4
10/13/2014,-0.725,212.53,16.2,0.1,3.4
10/14/2014,-0.650,212.5,14.2,0.0,3.4
10/15/2014,-0.736,212.48,13.1,1.5,3.6
10/16/2014,-0.681,212.45,13.8,2.3,3.5
10/17/2014,-0.670,212.42,14.6,0.7,2.9
10/18/2014,-0.632,212.38,15.7,0.0,0.9
10/19/2014,-0.684,212.38,18.8,0.3,0.8
10/20/2014,-0.631,212.37,14.6,1.6,0.9
10/21/2014,-0.574,212.34,11.3,8.8,1.7
10/22/2014,-0.574,212.31,8.4,0.3,1.6
10/23/2014,-0.598,212.32,10.5,0.1,1.6
10/24/2014,-0.604,212.3,12.2,0.0,1.6
10/25/2014,-0.706,212.28,12.6,0.0,1.4
10/26/2014,-0.740,212.26,11.6,0.0,1.2
10/27/2014,-0.647,212.26,12.8,0.0,1.1
10/28/2014,-0.378,212.23,8.8,0.0,1.1
10/29/2014,-0.305,212.22,8.4,5.2,1.6
10/30/2014,-0.324,212.2,13.0,0.1,1.5
10/31/2014,-0.350,212.21,15.0,0.0,0.6
11/1/2014,-0.356,212.18,16.2,0.0,0.5
11/2/2014,-0.340,212.16,14.8,0.6,0.6
11/3/2014,-0.206,212.16,14.3,5.8,1.2
11/4/2014,-0.058,212.13,10.7,11.6,2.3
11/5/2014,-0.141,212.14,9.7,0.0,2.3
11/6/2014,-0.255,212.15,7.8,0.0,2.3
11/7/2014,-0.292,212.14,7.7,0.0,2.3
11/8/2014,-0.327,212.13,10.5,0.0,1.8
11/9/2014,-0.343,212.11,10.5,0.0,1.8
11/10/2014,-0.286,212.12,10.4,0.0,1.8
11/11/2014,-0.171,212.09,10.6,0.0,1.8
11/12/2014,-0.050,212.06,12.0,0.2,1.8
11/13/2014,0.088,212.04,10.9,0.1,1.2
11/14/2014,0.125,212.03,10.4,0.4,0.1
11/15/2014,0.149,212.01,10.6,19.6,2.0
11/16/2014,0.158,212.02,9.2,11.9,3.2
11/17/2014,0.194,212.1,9.3,0.1,3.2
11/18/2014,0.166,212.06,7.8,0.0,3.2
11/19/2014,0.157,212.06,7.2,0.0,3.2
11/20/2014,0.180,212.1,6.9,0.0,3.2
11/21/2014,0.179,212.08,4.4,0.0,3.2
11/22/2014,0.213,212.07,8.9,0.0,3.2
11/23/2014,0.323,212.06,13.6,4.2,3.6
11/24/2014,0.380,212.07,8.4,0.5,3.6
11/25/2014,0.442,212.07,4.2,0.0,1.7
11/26/2014,0.514,212.05,3.9,0.2,0.5
11/27/2014,0.729,212.06,6.8,0.8,0.6
11/28/2014,0.810,212.04,5.1,0.0,0.6
11/29/2014,0.703,212.01,1.9,0.0,0.6
11/30/2014,0.688,211.98,2.5,0.0,0.6
12/1/2014,0.876,212,2.4,0.0,0.6
12/2/2014,1.006,211.96,0.6,0.0,0.6
12/3/2014,1.000,211.95,-1.1,0.1,0.2
12/4/2014,1.032,211.93,1.1,0.0,0.1
12/5/2014,1.187,211.93,3.7,0.0,0.1
12/6/2014,1.241,211.92,4.8,0.0,0.1
12/7/2014,1.299,211.91,5.1,2.9,0.3
12/8/2014,1.395,211.91,3.6,0.4,0.3
12/9/2014,1.508,211.88,3.3,0.4,0.4
12/10/2014,1.612,211.86,4.7,1.2,0.5
12/11/2014,1.622,211.83,5.0,7.9,1.3
12/12/2014,1.610,211.82,7.3,15.6,2.9
12/13/2014,1.604,211.86,4.5,0.0,2.8
12/14/2014,1.662,211.91,2.7,0.0,2.8
12/15/2014,1.695,211.92,3.5,2.4,3.1
12/16/2014,1.734,211.91,4.9,0.8,3.2
12/17/2014,1.755,211.95,5.6,2.4,3.1
12/18/2014,1.697,211.97,10.9,2.8,3.4
12/19/2014,1.709,212,9.1,12.1,4.5
12/20/2014,1.810,212.11,5.3,6.0,5.0
12/21/2014,1.895,212.22,6.0,0.2,4.2
12/22/2014,1.887,212.25,9.4,2.5,2.9
12/23/2014,1.898,212.28,10.2,0.1,2.9
12/24/2014,1.692,212.3,7.5,6.3,3.6
12/25/2014,1.555,212.34,4.1,1.6,3.5
12/26/2014,1.754,212.37,2.2,0.0,3.4
12/27/2014,1.858,212.39,0.9,0.4,3.2
12/28/2014,1.760,212.39,-3.2,1.5,3.1
12/29/2014,1.642,212.37,-0.1,2.0,2.1
12/30/2014,1.655,212.37,2.3,1.4,1.6
12/31/2014,1.832,212.37,3.6,1.8,1.8
1/1/2015,1.976,212.39,3.3,0.9,1.6
1/2/2015,2.128,212.39,5.8,0.7,1.7
1/3/2015,2.274,212.4,3.1,2.4,1.3
1/4/2015,2.401,212.42,3.4,0.0,1.1
1/5/2015,2.444,212.42,3.1,0.0,1.1
1/6/2015,2.445,212.42,4.3,0.9,1.2
1/7/2015,2.502,212.41,4.1,0.7,1.1
1/8/2015,2.461,212.39,5.4,17.3,2.6
1/9/2015,2.495,212.45,7.8,9.6,3.4
1/10/2015,2.538,212.51,10.0,6.1,3.9
1/11/2015,2.581,212.59,3.7,1.0,3.9
1/12/2015,2.591,212.65,6.6,0.1,3.8
1/13/2015,2.575,212.66,8.9,5.5,4.1
1/14/2015,2.554,212.62,3.8,2.3,4.4
1/15/2015,2.470,212.61,7.2,3.3,4.7
1/16/2015,2.256,212.57,5.9,0.0,4.6
1/17/2015,2.494,212.53,3.3,0.0,4.5
1/18/2015,2.505,212.52,1.9,0.0,2.8
1/19/2015,2.401,212.51,0.7,0.0,1.8
1/20/2015,2.525,212.48,0.4,0.1,1.2
1/21/2015,2.520,212.5,0.3,0.0,1.1
1/22/2015,2.486,212.52,-0.2,0.0,1.1
1/23/2015,2.559,212.52,-0.4,0.0,0.6
1/24/2015,2.712,212.52,0.5,5.4,0.9
1/25/2015,2.810,212.55,2.4,2.6,0.8
1/26/2015,2.868,212.57,3.4,5.8,1.4
1/27/2015,2.966,212.58,3.6,1.5,1.5
1/28/2015,3.033,212.6,3.6,3.8,1.9
1/29/2015,3.085,212.62,2.0,4.2,2.3
1/30/2015,3.169,212.63,0.8,7.7,3.1
1/31/2015,3.202,212.66,1.4,0.9,3.2
2/1/2015,3.144,212.66,1.2,3.6,3.6
2/2/2015,3.142,212.68,1.2,4.5,4.0
2/3/2015,3.118,212.65,0.8,0.4,3.5
2/4/2015,3.213,212.65,-1.3,0.0,3.2
2/5/2015,3.287,212.65,-2.1,0.0,2.7
2/6/2015,3.345,212.64,-2.5,0.0,2.5
2/7/2015,3.393,212.59,-1.0,2.2,2.4
2/8/2015,3.416,212.62,2.3,1.9,2.1
2/9/2015,3.452,212.61,3.9,3.2,1.7
2/10/2015,3.520,212.61,5.0,0.3,1.6
2/11/2015,3.575,212.69,3.5,0.0,1.3
2/12/2015,3.546,212.72,1.5,0.0,0.8
2/13/2015,3.519,212.72,4.6,0.0,0.8
2/14/2015,3.711,212.72,7.0,0.0,0.8
2/15/2015,3.667,212.74,2.8,0.0,0.8
2/16/2015,3.540,212.78,2.9,0.0,0.8
2/17/2015,3.531,212.72,2.4,0.2,0.6
2/18/2015,3.669,212.75,3.5,0.0,0.4
2/19/2015,3.714,212.75,2.4,0.0,0.1
2/20/2015,3.626,212.74,4.9,1.3,0.2
2/21/2015,3.653,212.75,4.3,1.1,0.3
2/22/2015,3.780,212.73,3.9,1.0,0.4
2/23/2015,3.826,212.72,3.1,3.2,0.7
2/24/2015,3.807,212.75,3.8,0.6,0.7
2/25/2015,3.887,212.74,4.8,0.1,0.8
2/26/2015,3.847,212.73,6.1,8.0,1.6
2/27/2015,3.737,212.75,4.6,4.5,2.0
2/28/2015,3.784,212.77,3.6,1.0,2.1
3/1/2015,3.804,212.8,6.9,1.3,2.2
3/2/2015,3.805,212.84,5.0,2.8,2.4
3/3/2015,3.803,212.85,4.0,4.2,2.7
3/4/2015,3.727,212.86,3.6,1.0,2.7
3/5/2015,3.661,212.88,4.5,0.0,2.4
3/6/2015,3.775,212.9,4.8,0.0,2.3
3/7/2015,3.711,212.9,7.4,0.0,2.3
3/8/2015,3.693,212.92,11.4,0.0,1.5
3/9/2015,3.767,212.93,8.4,0.6,1.1
3/10/2015,3.788,212.93,7.2,1.8,1.2
3/11/2015,3.748,212.95,4.4,0.0,1.0
3/12/2015,3.738,212.96,4.7,0.0,0.8
3/13/2015,3.699,212.96,3.9,0.0,0.3
3/14/2015,3.572,212.97,2.6,1.3,0.4
3/15/2015,3.461,213.01,4.7,0.1,0.4
3/16/2015,3.447,213.05,7.4,0.0,0.4
3/17/2015,3.550,213.05,8.0,0.0,0.4
3/18/2015,3.691,213.04,9.5,0.0,0.4
3/19/2015,3.749,213.04,6.0,0.0,0.3
3/20/2015,3.773,213.06,3.9,1.0,0.2
3/21/2015,3.749,213.07,4.3,4.3,0.7
3/22/2015,3.739,213.11,3.4,0.0,0.7
3/23/2015,3.677,213.13,6.4,0.0,0.7
3/24/2015,3.583,213.12,6.8,0.0,0.5
3/25/2015,3.408,213.13,7.7,0.0,0.5
3/26/2015,3.473,213.12,5.6,2.2,0.8
3/27/2015,3.503,213.13,6.0,1.4,0.9
3/28/2015,3.501,213.13,7.1,2.1,1.1
3/29/2015,3.585,213.16,9.4,15.3,2.6
3/30/2015,3.482,213.24,6.0,14.7,4.0
3/31/2015,3.405,213.28,7.0,10.0,4.6
4/1/2015,3.372,213.44,4.1,18.6,6.4
4/2/2015,3.390,213.51,4.7,3.1,6.7
4/3/2015,3.426,213.56,6.0,0.0,6.7
4/4/2015,3.245,213.52,4.2,0.0,6.7
4/5/2015,3.313,213.5,4.3,0.0,6.5
4/6/2015,3.347,213.49,4.8,0.0,6.4
4/7/2015,3.522,213.47,6.6,0.0,6.2
4/8/2015,3.617,213.43,8.5,0.0,4.6
4/9/2015,3.590,213.41,11.3,0.0,3.2
4/10/2015,3.533,213.4,13.8,0.0,2.2
4/11/2015,3.567,213.4,12.4,2.7,0.6
4/12/2015,3.530,213.35,10.3,0.5,0.3
4/13/2015,3.504,213.34,9.3,0.0,0.3
4/14/2015,3.296,213.32,13.3,0.0,0.3
4/15/2015,3.174,213.32,16.5,0.0,0.3
4/16/2015,3.026,213.32,10.1,0.0,0.3
4/17/2015,2.841,213.32,7.6,0.0,0.3
4/18/2015,2.927,213.32,7.6,0.0,0.3
4/19/2015,2.799,213.33,8.6,0.0,0.3
4/20/2015,2.724,213.33,11.1,0.0,0.3
4/21/2015,2.445,213.32,12.3,0.0,0.1
4/22/2015,2.324,213.32,7.9,0.0,0.0
4/23/2015,2.385,213.32,9.9,0.0,0.0
4/24/2015,2.538,213.32,14.1,0.0,0.0
4/25/2015,2.528,213.31,13.5,1.6,0.2
4/26/2015,2.459,213.32,14.0,10.5,1.2
4/27/2015,,213.36,8.4,0.5,1.3
4/28/2015,2.261,213.36,6.5,1.8,1.4
4/29/2015,2.358,213.39,9.4,0.7,1.5
4/30/2015,2.296,213.36,8.7,2.2,1.7
5/1/2015,2.296,213.36,8.4,0.0,1.7
5/2/2015,2.220,213.38,10.3,0.0,1.7
5/3/2015,2.054,213.36,13.0,5.7,2.3
5/4/2015,,213.39,16.9,0.4,2.3
5/5/2015,1.537,213.36,17.3,2.8,2.5
5/6/2015,1.580,213.37,13.1,1.3,1.5
5/7/2015,1.613,213.4,12.0,0.0,1.5
5/8/2015,1.525,213.39,14.0,0.0,1.3
5/9/2015,1.331,213.36,15.5,0.8,1.3
5/10/2015,1.323,213.37,13.6,0.0,1.1
5/11/2015,1.110,213.38,19.2,0.0,1.1
5/12/2015,,213.35,18.7,0.0,1.1
5/13/2015,0.864,213.33,14.2,0.0,0.5
5/14/2015,0.890,213.33,11.6,0.0,0.5
5/15/2015,0.926,213.32,12.2,0.0,0.2
5/16/2015,0.996,213.3,10.1,0.4,0.1
5/17/2015,1.112,213.24,11.9,0.0,0.1
5/18/2015,1.016,213.25,15.0,0.7,0.2
5/19/2015,0.903,213.24,11.8,0.3,0.1
5/20/2015,0.963,213.22,10.9,0.5,0.2
5/21/2015,0.968,213.2,12.0,0.0,0.2
5/22/2015,0.830,213.18,15.2,0.0,0.2
5/23/2015,0.624,213.16,14.6,0.0,0.2
5/24/2015,0.523,213.13,14.7,0.9,0.3
5/25/2015,0.511,213.11,11.7,3.3,0.6
5/26/2015,0.658,213.07,10.8,0.3,0.6
5/27/2015,0.660,213.04,12.6,0.0,0.6
5/28/2015,0.517,213,14.3,3.6,0.9
5/29/2015,0.504,212.98,13.5,3.8,1.2
5/30/2015,0.581,212.93,10.1,2.4,1.4
5/31/2015,0.569,212.89,14.8,1.4,1.6
6/1/2015,0.439,212.88,13.7,0.0,1.6
6/2/2015,0.310,212.84,16.9,0.0,1.6
6/3/2015,0.100,212.79,16.7,0.3,1.5
6/4/2015,0.029,212.76,17.0,0.0,1.2
6/5/2015,-0.346,212.73,24.2,3.0,1.5
6/6/2015,-0.710,212.69,19.3,0.0,1.5
6/7/2015,-0.617,212.65,16.1,0.0,1.1
6/8/2015,-0.570,212.6,13.4,0.0,0.7
6/9/2015,-0.487,212.56,13.0,0.0,0.5
6/10/2015,-0.474,212.53,16.4,0.0,0.3
6/11/2015,-0.851,212.48,19.4,0.0,0.3
6/12/2015,-0.984,212.41,21.4,0.0,0.3
6/13/2015,-1.233,212.37,20.6,0.3,0.3
6/14/2015,-1.281,212.31,18.3,0.0,0.3
6/15/2015,-1.270,212.28,15.2,0.0,0.0
6/16/2015,-1.177,212.21,12.2,0.0,0.0
6/17/2015,-0.990,212.16,16.2,6.4,0.7
6/18/2015,-1.073,212.1,16.5,0.3,0.7
6/19/2015,-0.861,212.04,11.9,9.5,1.7
6/20/2015,-0.683,212.01,12.6,0.0,1.7
6/21/2015,-0.737,211.97,15.1,8.1,2.5
6/22/2015,-0.726,211.95,12.6,20.9,4.6
6/23/2015,-0.554,211.91,12.0,3.2,4.8
6/24/2015,-0.577,211.9,13.7,0.0,4.8
6/25/2015,-0.837,211.87,18.6,0.0,4.8
6/26/2015,-1.119,211.81,20.9,4.0,5.2
6/27/2015,-1.294,211.75,18.9,1.5,4.8
6/28/2015,-1.269,211.71,17.8,0.3,4.8
6/29/2015,-1.478,211.66,21.3,0.0,3.8
6/30/2015,-1.719,211.61,21.7,0.0,3.8
7/1/2015,-2.039,211.55,26.1,0.0,3.0
7/2/2015,-2.478,211.5,29.8,0.0,0.9
7/3/2015,-2.802,211.44,27.0,0.0,0.6
7/4/2015,-3.061,211.35,29.8,0.0,0.6
7/5/2015,-3.119,211.28,23.0,7.7,1.4
7/6/2015,-2.846,211.25,20.4,0.0,1.0
7/7/2015,-2.840,211.19,23.1,3.6,1.2
7/8/2015,-2.642,211.12,16.0,12.7,2.4
7/9/2015,-2.370,211.04,14.2,0.3,2.4
7/10/2015,-2.277,210.98,15.8,0.0,2.4
7/11/2015,-2.508,210.93,21.7,0.0,2.4
7/12/2015,-2.563,210.87,17.1,4.9,2.9
7/13/2015,-2.358,210.82,16.9,8.5,3.8
7/14/2015,-2.310,210.77,18.1,2.4,4.0
7/15/2015,-2.257,210.72,20.0,4.1,3.7
7/16/2015,-2.584,210.68,21.9,0.0,3.7
7/17/2015,-2.923,210.66,26.4,0.0,3.3
7/18/2015,-3.151,210.58,21.6,22.4,4.3
7/19/2015,-2.992,210.53,17.7,1.9,4.4
7/20/2015,-2.802,210.55,20.4,0.5,4.5
7/21/2015,-2.810,210.5,22.8,0.4,4.5
7/22/2015,-3.103,210.42,21.8,0.0,4.0
7/23/2015,-3.091,210.37,19.1,0.0,3.2
7/24/2015,-3.115,210.31,22.0,6.3,3.6
7/25/2015,-3.027,210.24,16.6,4.6,3.6
7/26/2015,-2.669,210.18,16.0,2.9,3.9
7/27/2015,-2.630,210.13,16.6,1.0,4.0
7/28/2015,-2.599,210.06,15.5,0.5,1.8
7/29/2015,-2.491,210,14.0,3.1,1.9
7/30/2015,-2.410,209.95,14.7,0.0,1.9
7/31/2015,-2.427,209.87,14.6,0.0,1.8
8/1/2015,-2.505,209.8,18.8,0.0,1.8
8/2/2015,-2.590,209.73,20.1,0.0,1.8
8/3/2015,-2.826,209.69,24.5,0.0,1.2
8/4/2015,-3.000,209.63,20.3,6.2,1.4
8/5/2015,-2.832,209.55,20.0,0.0,1.1
8/6/2015,-3.031,209.47,25.8,0.0,1.0
8/7/2015,-3.314,209.39,24.4,9.5,1.9
8/8/2015,-3.356,209.34,20.0,0.0,1.6
8/9/2015,-3.224,209.3,21.2,0.0,1.6
8/10/2015,-3.316,209.25,21.1,29.3,4.5
8/11/2015,-3.272,209.2,21.4,0.0,4.5
8/12/2015,-3.287,209.16,21.6,0.0,4.5
8/13/2015,-3.477,209.1,25.1,0.3,4.5
8/14/2015,-3.665,209.03,24.3,1.0,4.0
8/15/2015,-3.668,208.98,22.1,3.9,4.4
8/16/2015,-3.528,208.92,17.0,37.3,8.1
8/17/2015,-3.191,208.97,14.2,32.8,10.5
8/18/2015,-3.039,209.1,15.5,0.0,10.5
8/19/2015,-2.997,209.17,17.0,0.0,10.5
8/20/2015,-3.024,209.23,19.2,0.0,7.5
8/21/2015,-3.085,209.25,20.6,0.0,7.5
8/22/2015,-3.118,209.25,20.5,0.0,7.5
8/23/2015,-3.098,209.25,20.9,2.4,7.7
8/24/2015,-3.138,209.24,20.1,1.2,7.8
8/25/2015,-3.106,209.21,16.8,5.0,7.9
8/26/2015,-3.144,209.18,22.1,0.0,4.1
8/27/2015,-3.218,209.15,18.5,24.3,3.3
8/28/2015,-3.064,209.1,16.8,0.0,3.3
8/29/2015,-3.049,209.11,19.4,0.0,3.3
8/30/2015,-3.208,209.08,25.2,0.0,3.3
8/31/2015,-3.432,209.07,26.2,0.0,3.3
9/1/2015,-3.416,209.03,17.0,10.2,4.3
9/2/2015,-3.087,209,15.1,0.8,4.2
9/3/2015,-2.953,208.97,14.9,2.1,4.2
9/4/2015,-2.855,208.93,13.9,3.5,4.1
9/5/2015,-2.751,208.89,12.7,3.4,4.4
9/6/2015,-2.618,208.84,12.0,5.0,2.5
9/7/2015,-2.579,208.84,13.6,2.8,2.8
9/8/2015,-2.583,208.85,14.2,1.2,2.9
9/9/2015,-2.553,208.87,14.9,0.0,2.9
9/10/2015,-2.511,208.83,14.2,0.0,2.9
9/11/2015,-2.433,208.84,14.3,0.0,1.9
9/12/2015,-2.464,208.82,16.9,11.5,3.0
9/13/2015,-2.591,208.83,17.5,1.8,2.9
9/14/2015,-2.606,208.87,17.2,2.0,2.8
9/15/2015,-2.503,208.86,13.6,2.8,2.7
9/16/2015,-2.496,208.85,16.0,4.2,2.6
9/17/2015,-2.562,208.85,15.7,1.4,2.5
9/18/2015,-2.478,208.85,15.5,0.0,2.4
9/19/2015,-2.479,208.83,14.4,0.9,2.5
9/20/2015,-2.445,208.83,13.5,0.4,2.5
9/21/2015,-2.403,208.83,14.5,0.5,2.6
9/22/2015,-2.402,208.79,13.4,7.0,2.1
9/23/2015,-2.344,208.81,13.0,1.4,2.1
9/24/2015,-2.324,208.77,13.9,0.1,1.9
9/25/2015,-2.331,208.77,14.2,0.0,1.6
9/26/2015,-2.315,208.73,12.6,0.0,1.2
9/27/2015,-2.198,208.72,11.5,0.0,1.0
9/28/2015,-2.090,208.7,11.5,0.0,1.0
9/29/2015,-2.006,208.67,11.6,0.0,0.9
9/30/2015,-1.932,208.64,11.9,0.0,0.9
10/1/2015,-1.842,208.61,10.7,0.0,0.9
10/2/2015,-1.736,208.58,10.9,0.0,0.2
10/3/2015,-1.722,208.57,13.9,0.0,0.0
10/4/2015,-1.792,208.51,14.5,0.0,0.0
10/5/2015,-1.844,208.46,15.0,3.9,0.4
10/6/2015,-2.004,208.42,16.9,0.4,0.4
10/7/2015,-2.113,208.4,16.3,1.1,0.5
10/8/2015,-2.084,208.37,13.0,4.9,1.0
10/9/2015,-2.069,208.33,12.6,5.4,1.6
10/10/2015,-1.963,208.32,11.0,0.0,1.6
10/11/2015,-1.759,208.31,6.5,0.0,1.6
10/12/2015,-1.574,208.26,5.7,0.0,1.6
